iter	Logloss
137	0.04641020591
138	0.0461786018
139	0.04591471009
140	0.04565317704
141	0.04538208991
142	0.0451672746
143	0.04486394384
144	0.04475193347
145	0.04446376736
146	0.04420888713
147	0.04396783706
148	0.04358673096
149	0.04334461225
150	0.04305709735
151	0.04259714987
152	0.04230913376
153	0.04212796641
154	0.04195302724
155	0.04166889048
156	0.04151151444
157	0.04121774964
158	0.04099277613
159	0.04079028682
160	0.04054923054
161	0.04042365071
162	0.04021911
163	0.04012450758
164	0.04002001591
165	0.03992291415
166	0.03966760926
167	0.03953005206
168	0.03929123597
169	0.03898299473
170	0.03876466732
171	0.03868450333
172	0.03838614461
173	0.03819128211
174	0.03797491817
175	0.03778281183
176	0.03751146711
177	0.03719396585
178	0.03696541841
179	0.03670911291
180	0.03658424352
181	0.03636669198
182	0.03620443777
183	0.03606995793
184	0.03585204095
185	0.03575025707
186	0.03554070373
187	0.0353459302
188	0.03509399207
189	0.03487998807
190	0.03463699315
191	0.03451302376
192	0.03425835561
193	0.03391697305
194	0.03382532643
195	0.03363369958
196	0.03345263594
197	0.03335911922
198	0.03321859922
199	0.0330932118
200	0.03296735964
201	0.03280660985
202	0.03269496827
203	0.03253775878
204	0.03238307759
205	0.03216513372
206	0.03204132365
207	0.03192148965
208	0.03180695511
209	0.0316369797
210	0.03142434692
211	0.03119338627
212	0.03106949266
213	0.03090301772
214	0.03057876199
215	0.03039746482
216	0.03029003673
217	0.03020137852
218	0.02999614444
219	0.02983456757
220	0.02956278811
221	0.02933225392
222	0.02912020227
223	0.0289719109
224	0.02886436566
225	0.0287295077
226	0.02861685413
227	0.02851448913
228	0.02832049871
229	0.0282181818
230	0.02811809087
231	0.02784108126
232	0.02767599746
233	0.02755215842
234	0.02733599285
235	0.02715534146
236	0.02704637793
237	0.02693544575
238	0.02678818913
239	0.02668654594
240	0.02659342905
241	0.02649558426
242	0.02631089136
243	0.02620294784
244	0.02607472979
245	0.02596517246
246	0.02580713511
247	0.02563787066
248	0.02549662393
249	0.02535980664
250	0.0251624324
251	0.02505035142
252	0.02490171245
253	0.02479546576
254	0.02466344232
255	0.02457537997
256	0.02440441093
257	0.02427453174
258	0.02419628286
259	0.02408108779
260	0.02399561866
261	0.02379057493
262	0.02364307365
263	0.02356509348
264	0.0234780214
265	0.02338480623
266	0.02327360483
267	0.02311297426
268	0.0230166957
269	0.02294235617
270	0.02280450362
271	0.02271545617
272	0.02265049537
273	0.02260809274
274	0.02252799962
275	0.02235893741
276	0.02227745884
277	0.02217223423
278	0.02208082477
279	0.02203499746
280	0.0219125299
281	0.02187645088
282	0.02173470733
283	0.02168261305
284	0.02163256241
285	0.02155450931
286	0.02147127779
287	0.0213827525
288	0.02131519124
289	0.02125736482
290	0.02114017939
291	0.02105446638
292	0.02101120124
293	0.02092103396
294	0.02084883066
295	0.02079928847
296	0.02073533139
297	0.02065191495
298	0.02059604658
299	0.02055678183
300	0.02043996029
301	0.02037255963
302	0.02028233001
303	0.02017899542
304	0.02008288729
305	0.02000595662
306	0.01994380938
307	0.01981952797
308	0.01971076345
309	0.01966368827
310	0.0195951242
311	0.01953860021
312	0.01948375818
313	0.01944025641
314	0.01924173698
315	0.01915569991
316	0.01908532896
317	0.01900529609
318	0.01894994096
319	0.01883631186
320	0.01875773672
321	0.0186728535
322	0.01862178919
323	0.01858334325
324	0.01849262457
325	0.0183646676
326	0.01827419656
327	0.01812325584
328	0.01804367699
329	0.01795776561
330	0.0179173209
331	0.01787005745
332	0.01773549794
333	0.01766157532
334	0.01760684165
335	0.0175142208
336	0.01735229234
337	0.01724869641
338	0.01710432085
339	0.01704130528
340	0.01692818916
341	0.01682200041
342	0.01675295633
343	0.01667531663
344	0.01657082664
345	0.01650105557
346	0.01645089657
347	0.01639313766
348	0.01627734142
349	0.01621059754
350	0.0161789565
351	0.01609029
352	0.01601678984
353	0.01597868813
354	0.01587914923
355	0.01582243076
356	0.0157193866
357	0.01567319152
358	0.01556890585
359	0.01550514286
360	0.01547343962
361	0.01540466102
362	0.01535465137
363	0.01529111313
364	0.01522280134
365	0.01513365419
366	0.0150690552
367	0.01502826109
368	0.0149894607
369	0.01492740851
370	0.01485538327
371	0.01483250944
372	0.01480454875
373	0.01474086296
374	0.01467031783
375	0.01461341224
376	0.01457897419
377	0.01451208393
378	0.01445471799
379	0.01440438093
380	0.01438247926
381	0.01432768198
382	0.01428180462
383	0.01426552634
384	0.01419395305
385	0.01415524447
386	0.01411190279
387	0.01408800196
388	0.01403544242
389	0.01398608735
390	0.01394864564
391	0.01384968269
392	0.013775297
393	0.01375067462
394	0.01372618982
395	0.01366858867
396	0.01360992212
397	0.01358145788
398	0.01353362998
399	0.01346768085
400	0.01343713987
401	0.01334819315
402	0.01330756689
403	0.01326499176
404	0.0132046329
405	0.01316265481
406	0.0131111758
407	0.0130529736
408	0.01301522685
409	0.0129577682
410	0.01292961017
411	0.01283765204
412	0.01279708759
413	0.01269382115
414	0.0126708224
415	0.01259731241
416	0.01255615842
417	0.01254120688
418	0.01251475926
419	0.01246611605
420	0.01244084672
421	0.01238709311
422	0.01234601037
423	0.01231429692
424	0.01228912832
425	0.0122464844
426	0.01218549269
427	0.01213956089
428	0.01207662291
429	0.01204071368
430	0.01200671645
431	0.01196879668
432	0.01193463898
433	0.0118825906
434	0.01184621908
435	0.01178350507
436	0.01172036252
437	0.01168971291
438	0.01166125656
439	0.01162656635
440	0.01154550339
441	0.01152305577
442	0.01146078802
443	0.01144006167
444	0.01137068564
445	0.01135867866
446	0.01130472306
447	0.01125937885
448	0.0112331799
449	0.01113934585
450	0.01111279931
451	0.01107257688
452	0.01103023232
453	0.01099546478
454	0.01097297022
455	0.01095926744
456	0.01090969616
457	0.01085143888
458	0.01080043263
459	0.01077107278
460	0.01073842673
461	0.01071459832
462	0.01066523355
463	0.01063635176
464	0.01061442501
465	0.01056864929
466	0.01054276521
467	0.01051557134
468	0.01045668844
469	0.01043776923
470	0.01040195659
471	0.01035656001
472	0.01032200907
473	0.01029626866
474	0.01026126357
475	0.01023174493
476	0.01019619984
477	0.01010597591
478	0.01008815287
479	0.01003179725
480	0.01001790903
481	0.009991598356
482	0.009950227899
483	0.009928509211
484	0.009914369486
485	0.009891961179
486	0.009870320595
487	0.00978491004
488	0.009775796664
489	0.009758266126
490	0.009716291913
491	0.009671766313
492	0.009655866914
493	0.009640097667
494	0.009596253735
495	0.009565958508
496	0.009536158481
497	0.009522169857
498	0.009500587075
499	0.009455260131
